,weight,hometown,height,full_name,youth_team,shoots,country,scout_text,ep_id,date_of_birth,position,games_played_17,games_played_18,games_played_19,games_played_20,games_played_21,games_played_22,games_played_23,games_played_24,games_played_25,games_played_26,goals_17,goals_18,goals_19,goals_20,goals_21,goals_22,goals_23,goals_24,goals_25,goals_26,assists_17,assists_18,assists_19,assists_20,assists_21,assists_22,assists_23,assists_24,assists_25,assists_26,penalty_min_17,penalty_min_18,penalty_min_19,penalty_min_20,penalty_min_21,penalty_min_22,penalty_min_23,penalty_min_24,penalty_min_25,penalty_min_26,plus_minus_17,plus_minus_18,plus_minus_19,plus_minus_20,plus_minus_21,plus_minus_22,plus_minus_23,plus_minus_24,plus_minus_25,plus_minus_26,games_played_14,games_played_15,games_played_16,games_played_28,goals_14,goals_15,goals_16,goals_28,assists_14,assists_15,assists_16,assists_28,penalty_min_14,penalty_min_15,penalty_min_16,penalty_min_28,plus_minus_14,plus_minus_15,plus_minus_16,plus_minus_28,games_played_13,goals_13,assists_13,penalty_min_13,plus_minus_13,games_played_27,goals_27,assists_27,penalty_min_27,plus_minus_27,games_played_29,goals_29,assists_29,penalty_min_29,plus_minus_29,games_played_30,games_played_31,games_played_32,goals_30,goals_31,goals_32,assists_30,assists_31,assists_32,penalty_min_30,penalty_min_31,penalty_min_32,plus_minus_30,plus_minus_31,plus_minus_32,games_played_33,games_played_34,goals_33,goals_34,assists_33,assists_34,penalty_min_33,penalty_min_34,plus_minus_33,plus_minus_34,games_played_35,goals_35,assists_35,penalty_min_35,plus_minus_35,games_played_12,goals_12,assists_12,penalty_min_12,plus_minus_12,team_17,team_18,team_19,team_20,team_21,team_22,team_23,team_24,team_25,team_26,league_17,league_18,league_19,league_20,league_21,league_22,league_23,league_24,league_25,league_26,team_14,team_15,team_16,team_28,league_14,league_15,league_16,league_28,team_13,league_13,team_27,league_27,team_29,league_29,team_30,team_31,team_32,league_30,league_31,league_32,team_33,team_34,league_33,league_34,team_35,league_35,team_12,league_12
1841,91,Newport,188,Ryan Letts,-,R,USA,,18612,"Feb 15, 1989",RW,40.0,47.0,57.0,60.0,52.0,28.0,11.0,28.0,14.0,,2.0,3.0,0.0,8.0,3.0,1.0,0.0,3.0,1.0,,1.0,2.0,6.0,12.0,5.0,2.0,0.0,0.0,1.0,,43.0,42.0,75.0,97.0,72.0,54.0,10.0,16.0,24.0,,-2.0,-2.0,-0.0,15.0,-5.0,0.0,-1.0,-21.0,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calgary Hitmen,Calgary Hitmen,Spokane Chiefs,Spokane Chiefs,Spokane Chiefs,Univ. of Lethbridge,Univ. of Lethbridge,Univ. of Lethbridge,Univ. of Lethbridge,,WHL,WHL,WHL,WHL,WHL,USports,USports,USports,USports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,87,Parksville,191,Kade Pilton,-,L,Canada,,59870,"Nov 08, 1994",D,43.0,39.0,,3.0,,,,,,,5.0,3.0,,0.0,,,,,,,8.0,5.0,,1.0,,,,,,,52.0,44.0,,15.0,,,,,,,-25.0,-6.0,,0.0,,,,,,,,35.0,34.0,,,1.0,7.0,,,9.0,17.0,,,50.0,62.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria Royals,Regina Pats,,Oceanside Generals,,,,,,,WHL,WHL,,VIJHL,,,,,,,,North Island Silvertips,Fernie Ghostriders,,,BCMML,KIJHL,,,,,,,,,,,,,,,,,,,,,
1843,90,Waterloo,185,Kyle Sonnenburg,-,L,Canada,Cousin: Riley Sonnenburg,95829,"May 07, 1986",D,4.0,37.0,58.0,64.0,68.0,28.0,25.0,23.0,24.0,,0.0,2.0,1.0,2.0,8.0,2.0,8.0,3.0,6.0,,0.0,6.0,10.0,21.0,33.0,16.0,11.0,13.0,10.0,,2.0,10.0,31.0,49.0,54.0,32.0,10.0,46.0,22.0,,0.0,-6.0,-2.0,14.0,-25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belleville Bulls,Belleville Bulls,Belleville Bulls,Brampton Battalion,Brampton Battalion,Univ. of Waterloo,Univ. of Waterloo,Univ. of Waterloo,Univ. of Waterloo,,OHL,OHL,OHL,OHL,OHL,USports,USports,USports,USports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,79,Glasgow,182,Matt Fillier,-,L,Canada,,12171,"Oct 05, 1988",LW,37.0,59.0,63.0,65.0,62.0,24.0,24.0,28.0,28.0,,20.0,7.0,18.0,11.0,18.0,2.0,0.0,2.0,4.0,,41.0,12.0,18.0,14.0,20.0,5.0,5.0,7.0,5.0,,36.0,75.0,118.0,154.0,91.0,27.0,42.0,18.0,42.0,,0.0,-4.0,-28.0,-7.0,-6.0,6.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weeks Major Midgets,St. John's Fog Devils,"St. John's Fog Devils 
“C”","St. John's Fog Devils 
“C”","Montréal Juniors 
“C”",Univ. of New Brunswick,Univ. of New Brunswick,Univ. of New Brunswick,Univ. of New Brunswick,,NSMMHL,QMJHL,QMJHL,QMJHL,QMJHL,USports,USports,USports,USports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,91,Camrose,191,Cam Maclise,-,R,Canada,,26415,"Mar 13, 1992",RW/C,23.0,64.0,56.0,56.0,59.0,28.0,19.0,28.0,41.0,67.0,9.0,6.0,26.0,32.0,27.0,1.0,16.0,14.0,17.0,7.0,8.0,8.0,25.0,50.0,56.0,8.0,14.0,15.0,16.0,6.0,2.0,19.0,28.0,64.0,18.0,18.0,8.0,14.0,6.0,24.0,0.0,-6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,31.0,36.0,23.0,,22.0,12.0,4.0,,17.0,12.0,7.0,,6.0,12.0,4.0,,0.0,0.0,6.0,,,,,,72.0,14.0,13.0,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Deer Rebels Midget AAA,Edmonton Oil Kings,Brooks Bandits,Brooks Bandits,"Brooks Bandits 
“C”",Univ. of New Brunswick,Bentley Generals,Mount Royal Univ.,Mount Royal Univ.,Manitoba Moose,AMHL,WHL,AJHL,AJHL,AJHL,USports,Chinook HL,USports,USports,AHL,,Red Deer Chiefs Bantam AAA,Red Deer Rebels Midget AAA,Florida Everblades,,AMBHL,AMHL,ECHL,,,Manitoba Moose,AHL,,,,,,,,,,,,,,,,
1846,81,Ceske,180,Matej Toman,HC Cesky Krumlov,L,Czech,,290471,"Jan 15, 2001",LW/RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,88,North,185,Mike Wilson,-,L,Canada,,13930,"May 08, 1987",D,54.0,51.0,71.0,71.0,64.0,58.0,54.0,101.0,,67.0,5.0,0.0,8.0,10.0,6.0,5.0,5.0,2.0,,7.0,14.0,11.0,18.0,27.0,41.0,14.0,10.0,41.0,,28.0,55.0,43.0,24.0,67.0,28.0,38.0,42.0,54.0,,63.0,1.0,0.0,-2.0,-4.0,26.0,-12.0,4.0,-2.0,,-4.0,,,,72.0,,,,13.0,,,,37.0,,,,55.0,,,,-8.0,,,,,,65.0,12.0,34.0,40.0,-16.0,,,,,,36.0,1.0,,3.0,0.0,,13.0,1.0,,38.0,2.0,,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,Langley Hornets,Langley Hornets,Quesnel Millionaires,Swift Current Broncos,Swift Current Broncos,Worcester Sharks,Worcester Sharks,Victoria Salmon Kings,,Orlando Solar Bears,BCHL,BCHL,BCHL,WHL,WHL,AHL,AHL,ECHL,,ECHL,,,,Wichita Thunder,,,,ECHL,,,Wichita Thunder,CHL,,,Quad City Mallards,Rosetown Red Wings,,ECHL,ACHW,,,,,,,,,
1848,82,Montr,171,Ryan Kavanagh,Quinte Red Devils,R,Canada,"Kavanagh is an offensive defenseman. Had good puck-moving ability and a big shot. His main flaws are his defensive game and his lack of size.- Ulf Andersson, EP (2013)",37455,"Feb 12, 1991",D,40.0,38.0,58.0,68.0,,,19.0,,,,14.0,4.0,18.0,17.0,,,1.0,,,,29.0,12.0,39.0,53.0,,,6.0,,,,32.0,18.0,26.0,18.0,,,4.0,,,,0.0,-9.0,-13.0,4.0,,,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lac St-Louis Lions,Rimouski Océanic,Rimouski Océanic,Rimouski Océanic,,,Reading Royals,,,,QMAAA,QMJHL,QMJHL,QMJHL,,,ECHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,86,Alberton,180,Lance Pridham,-,L,Canada,,77292,"Mar 01, 1992",D,,50.0,56.0,46.0,35.0,,,,,,,4.0,2.0,3.0,3.0,,,,,,,19.0,5.0,12.0,17.0,,,,,,,28.0,18.0,44.0,18.0,,,,,,,0.0,-4.0,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summerside Western Capitals,Moncton Wildcats,Summerside Western Capitals,London Nationals,,,,,,,MJAHL,QMJHL,MJAHL,GOJHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,91,Toronto,178,Mike Duco,-,L,Canada,"A winger who can play center as well, Duco plays the game with a lot of energy, grit, and tenacity. Likes to agitate his opponents, but has decent hands, too.
Lacks ideal size. Can become overly rambunctious at times and take some stupid penalties.

- Erik K. Piri, EPBrother: Johnny Duco",18616,"Jul 08, 1987",W/C,49.0,62.0,59.0,54.0,62.0,68.0,69.0,69.0,62.0,,29.0,24.0,22.0,20.0,32.0,14.0,9.0,20.0,11.0,,34.0,26.0,22.0,20.0,22.0,14.0,10.0,11.0,15.0,,69.0,78.0,113.0,121.0,173.0,147.0,161.0,136.0,64.0,,1.0,16.0,-2.0,16.0,26.0,-19.0,-4.0,-8.0,-3.0,,,41.0,32.0,88.0,,5.0,27.0,28.0,,6.0,33.0,24.0,,18.0,160.0,155.0,,0.0,0.0,-4.0,,,,,,36.0,6.0,6.0,62.0,-8.0,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,Thornhill Major Islanders,Kitchener Rangers,Kitchener Rangers,Kitchener Rangers,Kitchener Rangers,Rochester Americans,Rochester Americans,Rochester Americans,Chicago Wolves,,OPJHL,OHL,OHL,OHL,OHL,AHL,AHL,AHL,AHL,,,Streetsville Derbys,Toronto Marlboros Mn Mdgt AAA,"Indy Fuel 
“C”",,OPJHL,Midget,ECHL,,,Orlando Solar Bears,ECHL,,,Elmira Jackals,,,ECHL,,,,,,,,,,
1851,71,Saint,174,William Lemay,-,R,Canada,,335598,"Jun 23, 1999",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,94,Montr,188,Samuel Dove,-,L,Canada,,135860,"Apr 10, 1997",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,86,Lethbridge,180,Bryson Gore,-,R,Canada,,83476,"Mar 13, 1995",C,33.0,69.0,68.0,55.0,8.0,16.0,23.0,,,,9.0,9.0,11.0,11.0,1.0,1.0,1.0,,,,8.0,7.0,7.0,19.0,0.0,2.0,3.0,,,,56.0,46.0,34.0,98.0,2.0,10.0,12.0,,,,0.0,-23.0,-29.0,0.0,0.0,0.0,0.0,,,,,31.0,34.0,,,10.0,7.0,,,15.0,4.0,,,63.0,42.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lethbridge Pronghorns Midget AAA,Moose Jaw Warriors,Moose Jaw Warriors,Calgary Canucks,Univ. of Lethbridge,Univ. of Lethbridge,Univ. of Lethbridge,,,,AMHL,WHL,WHL,AJHL,USports,USports,USports,,,,,Lethbridge Golden Hawks Btm AAA,Lethbridge Hurricanes Midget AAA,,,AMBHL,AMHL,,,,,,,,,,,,,,,,,,,,,
1854,94,Edmonton,185,Michael Zipp,-,L,Canada,,62146,"Sep 20, 1996",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,89,Calgary,183,Giffen Nyren,-,R,Canada,,23800,"Apr 18, 1989",D/C,36.0,61.0,69.0,69.0,70.0,44.0,21.0,26.0,24.0,22.0,18.0,2.0,7.0,11.0,8.0,5.0,4.0,3.0,13.0,12.0,18.0,13.0,15.0,35.0,34.0,9.0,25.0,12.0,17.0,23.0,20.0,45.0,58.0,88.0,93.0,69.0,20.0,36.0,50.0,18.0,0.0,2.0,3.0,-3.0,-2.0,-4.0,0.0,18.0,14.0,0.0,,,,15.0,,,,3.0,,,,9.0,,,,6.0,,,,0.0,,,,,,38.0,5.0,16.0,58.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calgary Flames Midget AAA,Moose Jaw Warriors,Moose Jaw Warriors,Kamloops Blazers,Calgary Hitmen,Utah Grizzlies,Lloydminster Border Kings,Univ. of Calgary,Univ. of Calgary,Bentley Generals,AMHL,WHL,WHL,WHL,WHL,ECHL,Chinook HL,USports,USports,Chinook HL,,,,Lacombe Generals,,,,ACHW,,,Colorado Eagles,ECHL,,,,,,,,,,,,,,,,
1856,91,Chambly,183,Christopher Giroux,-,R,Canada,,37094,"Aug 15, 1992",C/LW,45.0,32.0,13.0,35.0,42.0,,,19.0,,9.0,2.0,2.0,4.0,19.0,28.0,,,8.0,,5.0,5.0,2.0,7.0,25.0,74.0,,,13.0,,11.0,49.0,16.0,40.0,77.0,153.0,,,28.0,,6.0,-14.0,-6.0,2.0,20.0,-3.0,,,0.0,,0.0,,,45.0,,,,10.0,,,,19.0,,,,38.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baie-Comeau Drakkar,Baie-Comeau Drakkar,Granby Inouk,Granby Inouk,Montréal-Est Rangers,,,Windsor Wild,,Marieville Red Knights,QMJHL,QMJHL,QJAAAHL,QJAAAHL,QJAAAHL,,,LHSAM,,LHSR,,,Collège Antoine-Girouard Gaulois,,,,QMAAA,,,,,,,,,,,,,,,,,,,,,
1857,70,Bathurst,175,Mathieu Blanchard,-,L,Canada,,452983,"Feb 03, 2000",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,84,Strathmore,193,Darian Henry,-,R,Canada,Brother: Jordan Henry,107630,"Aug 05, 1994",D/F,33.0,32.0,63.0,47.0,47.0,,,,12.0,,2.0,1.0,1.0,9.0,16.0,,,,10.0,,13.0,3.0,6.0,19.0,21.0,,,,4.0,,78.0,90.0,120.0,87.0,165.0,,,,66.0,,0.0,-1.0,-5.0,0.0,0.0,,,,0.0,,25.0,32.0,0.0,,1.0,0.0,0.0,,6.0,6.0,0.0,,38.0,102.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UFA Bisons Mdgt AAA,Everett Silvertips,Regina Pats,Alberni Valley Bulldogs,Okotoks Oilers,,,,Siksika Buffaloes,,AMHL,WHL,WHL,BCHL,AJHL,,,,RHL,,Okotoks Oilers Bantam AAA,Okotoks Oilers Bantam AAA,Rockyview Raiders Min Midget AAA,,AMBHL,AMBHL,AMMHL,,,,,,,,,,,,,,,,,,,,,
1859,75,Salaberry,175,Samuel Desgroseilliers,-,R,Canada,Brother: Nicolas Desgroseilliers,296341,"Jan 12, 2001",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,81,Sorel,183,Julien Bahl,-,R,Canada,,151142,"Feb 12, 1996",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,64,Quispamsis,170,Andrew Langan,-,R,Canada,,37432,"Apr 03, 1991",RW,41.0,33.0,53.0,52.0,51.0,23.0,28.0,28.0,,,19.0,7.0,28.0,23.0,27.0,3.0,6.0,1.0,,,32.0,15.0,43.0,28.0,39.0,4.0,6.0,2.0,,,56.0,30.0,21.0,22.0,67.0,10.0,22.0,6.0,,,1.0,-0.0,0.0,0.0,0.0,2.0,-19.0,-21.0,,,,2.0,37.0,,,1.0,22.0,,,1.0,31.0,,,2.0,32.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint John Vito's Midget AAA,Saint John Vito's Midget AAA,Woodstock Slammers,Woodstock Slammers,"Woodstock Slammers 
“C”",Dalhousie Univ.,Dalhousie Univ.,Dalhousie Univ.,,,NBPEIMMHL,NBPEIMMHL,MJAHL,MJAHL,MJAHL,USports,USports,USports,,,,Saint John Vito's Midget AAA,Saint John Vito's Midget AAA,,,NBPEIMMHL,NBPEIMMHL,,,,,,,,,,,,,,,,,,,,,
1862,80,Carleton,177,Mike Farrell,-,R,Canada,Full name: Michael Farrell,37586,"Apr 23, 1990",RW,56.0,65.0,42.0,63.0,26.0,,,,,,0.0,10.0,19.0,13.0,3.0,,,,,,5.0,17.0,38.0,28.0,16.0,,,,,,35.0,51.0,149.0,56.0,73.0,,,,,,-1.0,-14.0,-0.0,1.0,0.0,,,,,,,,43.0,,,,19.0,,,,36.0,,,,205.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Owen Sound Attack,Owen Sound Attack,Kingston Voyageurs,Kingston Frontenacs,Kingston Frontenacs,,,,,,OHL,OHL,OJHL,OHL,OHL,,,,,,,,Ottawa Valley Titans Mn Mdgt AAA,,,,OEMMHL,,,,,,,,,,,,,,,,,,,,,
1863,95,Whitby,186,Jesse Biduke,-,L,Canada,,33843,"Feb 01, 1988",LW,62.0,54.0,53.0,61.0,30.0,51.0,0.0,47.0,,,16.0,13.0,12.0,25.0,27.0,26.0,0.0,19.0,,,14.0,16.0,17.0,29.0,32.0,32.0,0.0,36.0,,,48.0,29.0,21.0,68.0,28.0,34.0,0.0,30.0,,,-1.0,-4.0,-3.0,-6.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oshawa Generals,Oshawa Generals,Ottawa 67's,Moncton Wildcats,Niagara Falls Canucks,Fayetteville FireAntz,Evansville Icemen,Fayetteville FireAntz,,,OHL,OHL,OHL,QMJHL,GOJHL,SPHL,CHL,SPHL,,,,Toronto Red Wings Bantam AAA,Toronto Red Wings Min Midget AAA,,,GTBHL,GTMMHL,,,,,,,,,,,,,,,,,,,,,
1864,82,Thunder,180,Nathan Cull,-,R,Canada,,92063,"Jan 07, 1994",LW,51.0,63.0,53.0,54.0,19.0,19.0,,,,,2.0,8.0,3.0,5.0,2.0,1.0,,,,,6.0,11.0,5.0,4.0,7.0,1.0,,,,,32.0,120.0,73.0,63.0,18.0,8.0,,,,,0.0,-16.0,-7.0,-12.0,0.0,0.0,,,,,58.0,43.0,66.0,,7.0,31.0,42.0,,18.0,18.0,55.0,,50.0,44.0,70.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingston Frontenacs,Kingston Frontenacs,Sudbury Wolves,Sudbury Wolves,Lakehead Univ.,Lakehead Univ.,,,,,OHL,OHL,OHL,OHL,USports,USports,,,,,Thunder Bay Kings Bantam AAA,Thunder Bay Kings Bantam AAA,Thunder Bay Kings Mn Midget AAA,,Bantam,Bantam,Midget,,,,,,,,,,,,,,,,,,,,,
1865,94,Quesnel,195,Jesse Roach,-,R,Canada,,195953,"Mar 06, 1997",RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,86,London,180,Josh MacDonald,-,L,Canada,"One of Barrie's several rookies last season, MacDonald is a small player who looks to put up better numbers with increased ice time this season after a better showing in last years playoffs. (Tyler Parchem 2012)",82513,"Mar 26, 1994",LW/RW,49.0,55.0,66.0,58.0,63.0,47.0,67.0,31.0,70.0,,20.0,3.0,15.0,23.0,29.0,15.0,23.0,10.0,28.0,,12.0,4.0,15.0,19.0,23.0,16.0,29.0,9.0,29.0,,19.0,28.0,21.0,41.0,30.0,26.0,31.0,8.0,28.0,,0.0,-3.0,1.0,4.0,-7.0,5.0,-0.0,-15.0,-6.0,,,5.0,45.0,,,1.0,25.0,,,1.0,20.0,,,4.0,36.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elmira Sugar Kings,Barrie Colts,Barrie Colts,Peterborough Petes,Peterborough Petes,Utah Grizzlies,Rapid City Rush,Quad City Mallards,Reading Royals,,GOJHL,OHL,OHL,OHL,OHL,ECHL,ECHL,ECHL,ECHL,,,London Jr. Knights Min Midget,London Jr. Knights Gold Min Mdgt,,,AHMMPL,AHMMPL,,,,,,,,,,,,,,,,,,,,,
1867,81,Magog,180,Lucas Longpr,-,R,Canada,,166584,"May 14, 1987",D,33.0,29.0,28.0,,,,,,,,4.0,2.0,3.0,,,,,,,,19.0,7.0,11.0,,,,,,,,72.0,18.0,28.0,,,,,,,,0.0,8.0,-3.0,,,,,,,,,,40.0,,,,8.0,,,,20.0,,,,24.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magog Cantonniers,Rouyn-Noranda Huskies,Rouyn-Noranda Huskies,,,,,,,,QMAAA,QMJHL,QMJHL,,,,,,,,,,Magog Cantonniers,,,,QMAAA,,,,,,,,,,,,,,,,,,,,,
1868,84,Belleville,180,Shaw Boomhower,-,L,Canada,,268365,"Oct 31, 1998",LW/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,74,Caxton,175,Tommy Samson,-,L,Canada,,37093,"Mar 03, 1990",C,45.0,44.0,30.0,,,,,,,,19.0,2.0,4.0,,,,,,,,23.0,12.0,3.0,,,,,,,,61.0,58.0,17.0,,,,,,,,-0.0,-18.0,-10.0,,,,,,,,,,43.0,,,,15.0,,,,22.0,,,,53.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trois-Rivières Estacades,St-Félicien Multiconcessionnaire,Baie-Comeau Drakkar,,,,,,,,QMAAA,QJAAAHL,QMJHL,,,,,,,,,,Trois-Rivières Estacades,,,,QMAAA,,,,,,,,,,,,,,,,,,,,,
1870,89,Yorkton,180,Jayce Hawryluk,Roblin MHA,R,Canada,,120626,"Jan 01, 1996",C/RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,86,Edmonton,185,Nick Charif,-,R,Canada,Full name: Nicholaus Charif. Name listed/spelled Nick Chariff in 2010/11 AMHL stats.,84228,"Feb 06, 1995",D,24.0,35.0,66.0,38.0,10.0,2.0,6.0,0.0,,,3.0,5.0,4.0,3.0,1.0,0.0,1.0,0.0,,,8.0,10.0,11.0,16.0,1.0,0.0,0.0,0.0,,,18.0,72.0,37.0,22.0,18.0,0.0,2.0,0.0,,,0.0,0.0,6.0,-8.0,0.0,0.0,0.0,0.0,,,30.0,32.0,40.0,,8.0,5.0,6.0,,11.0,18.0,16.0,,60.0,28.0,46.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSAC Athletics Midget AAA,SSAC Athletics Midget AAA,Red Deer Rebels,Spokane Chiefs,Univ. of Western Ontario,Lacombe Generals,Univ. of Alberta,Univ. of Alberta,,,AMHL,AMHL,WHL,WHL,USports,Chinook HL,USports,USports,,,SSAC Bantam AA 2,SSAC Lions Bantam AAA,SSAC Bulldogs Minor Midget AAA,,EMHA,AMBHL,AMMHL,,,,,,,,,,,,,,,,,,,,,
1872,85,Whitby,175,Everett Clark,-,L,Canada,Brother: Emerson Clark,232613,"Jan 22, 1996",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
