,ep_id,scout_text,type
2191,12439,Team Staff profile of J.P. Szaszkiewicz also available,No
2198,238487,"Luff has decent size and moves well up and down the wing. He is an offensive minded forward who does not play very physical. As he continues to grow physically, he will produce more as he powers his way to the high scoring areas. Adjusted well coming out of major midget AAA (Tyler Parchem, EP 2015)",Yes
2202,9661,"Otcenas is a center with good hockey sense. Plays with grit and is strong in puck battles. Always a hard worker, he has fine leadership qualities. - Ulf Andersson, EP",Yes
2204,11306,"A big, physical forward who plays a tough game. Blanchard doesn't mind dropping the gloves and is a team guy, but is a bit lacking when it comes to scoring ability and hockey sense.- Erik K. Piri, EP (2012)",Yes
2205,76342,Father: StÃ©phane Rioux  Uncle: Alain Rioux & Pierre Rioux  Sister : MaÃ«lle Rioux,No
2208,41495,Team Staff profile of Billy Burke also available,No
2209,11864,Father: Anatoli Korostin,No
2210,213452,"Brothers: Dillon Fournier, Stefan Fournier",No
2215,16851,Team Staff profile of Derek LeBlanc also available,No
2217,37629,Brother: Mitch Eden,No
2220,10461,Nephew: Ryley Lewis,No
2223,327634,Brother: Gabriel Cyr,No
2225,83992,"A 2010 2nd round pick of the Sudbury Wolves, like his father, Dennis Silk, in the 1970's.",Yes
2228,205289,Brother: Kailer Yamamoto,No
2230,14082,"Festerling is a stocky hardworking stay-at-home defenseman. He can play a solid, physical defensive game. Valuable on the penalty kill.- Erik K. Piri, EP (2012)

Twin brother: Garrett Festerling
Father: Brian Festerling",Yes
2231,25745,Brother: Jon Kalinski,No
2236,91265,Brother: Dylan Kosmachuk,No
2240,47752,Father: Robert Dirk,No
2241,239032,Grandfather: Bert Templeton,No
2244,11317,"Second cousins: Dylan Pietrangelo, Frank Pietrangelo & Paige Pietrangelo",No
2251,9358,"A hard working center/winger who plays a gritty, tough game. Plays with a lot of energy and likes the rough stuff.
Lacks natural offensive instincts.
(EP 2010)",Yes
2257,433833,"Father: Joel Washkurak
Brother: Kaden Washkurak",No
2260,117347,"Buried on Barrie's depth chart again this season. He played mainly for Stratford (GOJHL) in 2012/2013 after finding himself as Barrie's 9th defenceman. 2013/2014 Maaskant has embraced the role as a defenceman and forward who provides grit and size to the Barrie line up. Long shot for an OA position next season, but at 6'4 his size can be used on the for check and for clearing the crease in his own end. Maaskant is also a willing fighter. (Tyler Parchem, EP 2014)",Yes
2261,11098,"A small sniping winger who relies on his smarts and hockey sense to score goals. Always seems to find the open ice around the net, and scores big goals. Isn't the best skater, though, and lacks size. (EP 2009)

Brother: Dustin Eberle
Cousin: Derek Eberle
Distant Cousin: Tanner Eberle",Yes
2262,157251,"Brothers: Austin Fyten, Seth Fyten & Tyler Fyten
Sister: Caitlin Fyten",No
2263,101863,Father: Patrik Rimmel,No
2265,156093,"Father: Tony Fiore, Cousin : Adam Fiore",No
2267,199937,Brother: Ryan Johansen,No
2268,32719,Brother: David Cianfrini,No
2269,13785,"Adam is a big winger who is very good along the boards. Also uses his size to crash the net and get into scoring positions. Somewhat lacking in speed and aggression.- Erik K. Piri, EP (2014)

Father: Russ Adam",Yes
2274,238521,"Cousin: Johnson Andrews

Davies is a fearless player who loves to play physical and has a decent shot. His skating is not bad, but could be smoother. He has decent size and will improve his offense with more playing time. (Tyler Parchem, EP 2015)",Yes
2280,43593,Father: Kenneth Latta | Uncle: David Latta | Brother: Louis Latta,No
2283,199124,"Father: Grant Ottenbreit

Attended Colorado Avalanche Development Camp 2018",No
2284,9355,"Mikkelsen is a defenseman who plays a smart, well-rounded game. He owns a solid outlet pass, but doesn't excel in one particular area. Also, he is big, yet won't play a physical game.- Erik K. Piri, EP (2010)


Great uncle: Jim McFadden
Father: Bill Mikkelson
Uncle: Glen Mikkelson
Sister : Meaghan Mikkelson
Brother-in-law: Scott Reid",Yes
2287,47991,Brothers: Mike Bubnick and Jimmy Bubnick,No
2289,17516,"LagacÃ© is a speedy forward with both finishing and playmaking skills. A hard worker who plays a tenacious, gritty game and goes to the tough areas. Versatile, he is able to play both center and wing. Smallish, which can be a hinderance at times.
- Erik K. Piri, EP (2014)",Yes
2302,213752,"Uncle: Jean-SÃ©bastien GiguÃ¨re
Cousin: Cameron Lee",No
2303,83627,Sister: Erinn Baddock,No
2304,88064,"Dylan Blujus is a defenseman with a fairly well-rounded game. Has a good reach and is reliable defensively. He also owns decent offensive instincts, and has a fine shot from the point. Could stand to play with more aggression, given his size.- Erik K. Piri, EP (2014)Brother: Austin Blujus",Yes
2305,32744,Brother: Michael Quesnele,No
2307,56430,Team Staff profile of Jordan Clendenning also available,No
2308,19353,Brother: Viktor Nestrasil,No
2310,14563,Twin brother: Tyler Donati,No
2317,8701,Brother: Martin Frolik,No
2318,37710,Cousin: Ben Woodley,No
2319,61881,Brother: Clay Thoring,No
2320,45243,Brother: Nick Currie,No
2328,11881,"Paiement is a defenseman with solid all-around ability. Good defensively around his own net, but can also handle the puck nicely. Likes to hit. Lacks some speed, though.- Ulf Andersson, EP",Yes
2331,284917,"Father: FranÃ§ois Guay
Brother: Patrick Guay
Sister: Alexie Guay",No
2333,101590,Father: Paul Houck,No
2336,161117,"A strong transitional forward that is consistent in his efforts and always looking for a way to be active in the play. He is a speedy skater whose naturally fluid skating patterns are quite remarkable. Possesses a creative streak, which he can and will use in the offensive end. Timing on shots and passes will need some work, but decision making is very good. All-in-all, a hard-working two-way player who, as he rounds out his offensive game, continues to become a more and more complete player. (Curtis Joe, EP 2015)
Family relations
Brother: Tyler Wagner",Yes
2338,11244,"Although smallish, Cameron is a tough cookie and crashes the net. He also owns good speed and agitating qualities. Plays a pretty well-rounded game.",Yes
2342,131328,Cousins: Fernando Pisani & Sandro Pisani,No
2345,39776,An agitator and a true team player. He is always willing to drop the gloves and to provide a physical presence.,Yes
2346,36727,"Father: Daniel Gauthier
Uncle: Sylvain Gauthier",No
2353,56268,Father: Jari Ikonen,No
2355,81618,Nickname: Jake Ringuette,No
2356,9183,"Brothers: Eric Staal, Jordan Staal, Jared Staal  Cousin: Jeff Heerema",No
2358,88069,"Father: Curt Broadhead
Uncle: Joe Dragon
Cousin: James Williams",No
2359,151852,Brother: Gabriel Vilardi,No
2367,10302,"Lashoff is a well-rounded defenseman who can contribute both ways. Likes to play a physical game and has a mean streak. - Erik K. Piri, EP (2011)

Brother: Brian Lashoff",Yes
2368,45578,Brother: Thomas Schemitsch,No
2369,10440,"McArdle is a character player who plays with lots of grit. He skates and forechecks very well. Provides much energy for his team.- Erik K. Piri, EP (2012)",Yes
2372,127534,Team Staff profile of Pierre Bergeron also available,No
2379,14436,Cousin: Logan Stanley,No
2381,11241,"Nigro needs to improve his skating, but plays a solid, well-rounded game. Can play all forward positions.",Yes
2383,96220,Brother: Josh Lisoway,No
2392,57142,Full name: Joshua Derko,No
2395,12270,Team Staff profile of Ryan Hillier also available,No
2398,62570,Fraternal twin brother: Keli Grant,No
2399,12557,"A hard worker, Sceviour is a good two-way player. Has both playmaking and shooting ability. Finishes his checks and can play a physical game.- Erik K. Piri, EP (2013)


Brother: Logan Sceviour
Father: Darin Sceviour",Yes
2400,79339,"Brother: David Mannino
Cousin: Peter Mannino",No
2402,62101,Team Staff profile of Francis GrisÃ©-Leclair also available,No
2403,67490,Team Staff profile of Charlie Pens also available,No
2406,254072,Brother: Zach Bramwell,No
2409,9624,"Vojta is a smooth-skating defenseman who doesn't mind joining the attack. Has a good shot and leadership qualities. Could improve his defensive game, and be more physical. Has had some attitude issues.- Ulf Andersson, EP",Yes
2411,4290,"A two-way defenseman with decent mobility. Pretty good size, okay puck control. Eriksson is a good passer,and has also improved his release. An all-round player who has also improved his foot speed.Brother: Ludwig Eriksson",Yes
2413,149889,Father: Vladimirs Golovkovs,No
2417,82314,Brother: Jakub Zboril,No
2418,267578,Brother: Chris Langdon,No
2423,128492,Brother: Hugo Talbot-Tassi,No
2428,37127,"Wruck is an offensive winger with really quick hands. Handles the puck well, but could improve his skating ability. Plays a gutsy game and goes hard to the net.- Erik K. Piri, EP (2013)",Yes
2431,284907,Brother: Marc-AndrÃ© NoÃ«l,No
2433,32862,Team Staff profile of Alexandre LabontÃ© also available,No
2435,45244,"Brother: Dominik Oligny
Cousins: Steven Oligny, Jonathan Oligny",No
2437,195390,Twin brother: Luke Green,No
2438,14504,"Long is a speedy center who plays a solid two-way game. Owns solid scoring and passing ability, and is a hard worker. Has battled injury and consistency issues.- Ulf Andersson, EP (2013)",Yes
2439,151141,Brother: Kevin Ratelle,No
2441,9247,"LaÅ¡Äek is an offensive winger with good hands and puck control. Likes to play in heavy traffic, but doesn't skate that well.- Ulf Andersson, EP",Yes
2442,23808,"Father: Billy Carroll, Brother: Matthew Carroll",No
2444,11320,"DiDiomete is a tough winger who plays with lots of grit and energy. Loves to hit and is strong along the boards. Will drop the gloves, but needs to watch himself and not take bad penalties.- Erik K. Piri, EP",Yes
2446,45590,Twin brother: Jacob McDowell,No
2448,213473,"A tenacious two-way defenceman that has a distinct willingness to do whatever it takes to keep his team up. Battles hard for puck possession and has a very good active stick. Not consistent enough to be relied upon in all situations, especially under high pressure, but is definitely getting there and his game is rounding out well at an accelerated pace. Possesses a hard, accurate shot and is creative with his passes. As such, his primary function as an offensive defenceman is to be played on the forecheck and in situations where pressure is sustained. All-in-all, a hard-nosed two-way defenceman that has the raw tools and the upward-trending tendencies that point to a positive development path. (Curtis Joe, EP 2016)

""Strong two-way play. Great offensive instincts and abilities. Not all that flashy, but when he's on his game he is able to become a difference-making force from the back end. Think Justin Schultz but with a little bit more aggressiveness."" [EP]",Yes
2450,92678,Brother: Cody  Donnay,No
