,ep_id,scout_text
2448,213473,"A tenacious two-way defenceman that has a distinct willingness to do whatever it takes to keep his team up. Battles hard for puck possession and has a very good active stick. Not consistent enough to be relied upon in all situations, especially under high pressure, but is definitely getting there and his game is rounding out well at an accelerated pace. Possesses a hard, accurate shot and is creative with his passes. As such, his primary function as an offensive defenceman is to be played on the forecheck and in situations where pressure is sustained. All-in-all, a hard-nosed two-way defenceman that has the raw tools and the upward-trending tendencies that point to a positive development path. (Curtis Joe, EP 2016)

""Strong two-way play. Great offensive instincts and abilities. Not all that flashy, but when he's on his game he is able to become a difference-making force from the back end. Think Justin Schultz but with a little bit more aggressiveness."" [EP]"
2450,92678,Brother: Cody  Donnay
2453,10235,"Brule is an energetic and gritty forward. He is a fast skater and likes to play a physical game. Also has some playmaking skills and scoring ability. His lack of size in combination with the style he plays has brought along some injury woes for the former top prospect.- Erik K. Piri, EP"
2455,15382,Full name: Matthew Kang
2456,241374,Father : Gilles Bouchard
2457,37202,"Brother: Davis Claffey,  Dustin Claffey"
2459,84097,Uncle: Kelly Chase
2462,76290,"A big, strong two-way forward with good net drive and a high level of compete. His speed should be noted, as he constantly uses it to gain leverage on defenders. Propels himself into hits, and is very effective in a bang-and-crash role. Very good positionally and always recognizes where the puck is and where it will be in the next few seconds. Has natural offensive instincts around the net and conceals the puck well against goalies in close. Defensively, very aware and active; uses the boards to his advantage and actively takes away shooting and passing lanes. Transitioning to offence quickly is something that he needs to work on, as he can get caught up in his own zone for a prolonged amount of time. [EP]

Family Relations
Brother: Cameron Gaunce"
2463,13351,"An all-around center with a good eye for the game. A smart two-way player and excellent playmaker. Useful on both powerplay and penalty kill. Has a good shot. (Matias Strozyk)

Father: Jim Brithén Brother: Tim Brithén Cousin: Carl Brithén"
2472,14641,Brother: Erik Pance
2479,161131,"A competitive two-way defenceman that earns his ice time and strives to be a difference-maker. Excellent skating technique: naturally mobile and able to start and stop on a pin's head. Displays a deceptively accurate shot and is creative on the power play. Proficient playmaker and spots seams in traffic quickly. His habitually conservative style of play in his own end lets him make quick, high percentage decisions with and without the puck. Reacts to different pressure situations with poise and analyzes the situation very quickly to determine the right play to make. All-in-all, a versatile two-way defenceman that keeps his own game in check and plays to the extent of his capabilities. (Curtis Joe, EP 2016)"
2481,11401,"Torquato is an offensive center with good vision and anticipation. Isn't a very fast skater, though, but a fine playmaker.- Erik K. Piri, EP"
2482,36719,"A character forward, Bournival is also a capable scorer. He's got a terrific work ethic and never quits on the ice. Is a speedy skater. Can play anywhere up front.- Erik K. Piri, EP (2012)"
2488,14426,Brother: Cale Tanaka
2490,61908,Also wore #5 for London Jr. Knights Midget AAA in 2008-09 in AHMPL.
2495,160158,"A blue collar type two-way center. Heads-up player who makes high-percentage plays in all three zones; efficient in all situations. Smooth skater. Out-working the opposition and being hard to play against are leadership traits that Jansen Harkins most definitely embodies. (Curtis Joe, EP 2014)

Has been getting many comparisons, due to his high-end playmaking ability and all-around game, to the player David Krejci. Comparable adaptive game and ability to shoot as well as pass the puck. [EP]

Father: Todd Harkins
Uncles: Brett Harkins & Don Harkins
Brother: Jonas Harkins"
2498,38770,Brother: Dustin Boyd
2499,45134,"Cousins: Nathan Pageau, Nick Pageau"
2507,101417,Team Staff profile of Kris MacDonald also available
2510,161353,"Grandfather: Josef Augusta
Uncle: Patrik Augusta
Brother: Adam Najman"
2511,19158,Team Staff profile of Michael D'Orazio also available
2514,227644,Brother : Samuel Aquin
2515,10676,Father: Dale DeGray
2518,245623,Brother: Quentin Maksimovich
2519,199902,"A versatile two-way defenseman that can fill many different roles and team needs in certain situations due to his workmanlike approach to his position. Possesses a tireless motor and is aggressive on the blue-line. Physicality and board battles are the anchors that hold his game together. Works hard in all situations and is a step ahead in problem solving. Exhibits good mobility, a quick, accurate shot from the point, and an active stick. All-in-all, a heads-up defenseman who plays a solid, smart all-around game. (Curtis Joe, EP 2015)

Father: Popeye Jones (Retired NBA Player)
Brothers: Justin Jones, Seth Jones"
2520,196704,"Cousins: Adam Vannelli, Katie Vannelli, Laura Vannelli &  Lenny Vannelli"
2521,193822,Brother : Troy Harwell
2523,41755,Father: Mike Richard Brother: Dallas Richard
2524,11109,"A two-way forward who can score goals as well as make pretty passes. Has great hockey sense and is a very smart player, which makes up for his average speed."
2529,25905,"For the 06-07 season with Chicago Steel, his name was listed as Johnathan Millhouse."
2530,9232,"An offensively skilled defenseman with good size, speed and hands. Has good puck control. A good skater. Could improve his defensive game and physicality. (Matias Strozyk)"
2532,97380,"Yuill is a very small defenseman who gets by on his hockey sense, positional play and having a good first pass. Former first round OHL pick, his size has stopped him from taking his play to the next level. (Tyler Parchem, EP, 2013)"
2536,112892,"A small winger with all the speed and talent to compensate for his lack of size. Palmu doesn't shy away from tight spaces or battles near the boards despite often being at a physical disadvantage. A talented offensive player with excellent hockey IQ and quick hands. Makes good reads, is capable of holding on to the puck. (Matias Strozyk, 2017)

Family Relations
Father: Timo Palmu"
2539,37878,Team Staff profile of Thomas Craig also available
2540,354254,Father: Patrick Lacombe
2543,327627,Father: Rolf Nilsen
2544,37459,Team Staff profile of Alexandre Durette also available
2545,15482,Cousin: Matt Stajan
2546,10080,An undersized winger that plays with good intensity and has an edge to his game. Gustafsson is a capable skater with good puckhandling skills and point scoring ability. He is fearless and will take a hit to make a play. Can be used on a scoring line just as well as on the checking line. Pretty all-round.
2547,24098,Team Staff profile of Kevin Henderson also available
2553,375738,Attended Colorado Avalanche Development Camp 2018
2557,178534,"Brothers: Matt Kirwan & Ryan Kirwan
Sister: Lauren Kirwan"
2559,101624,Name also listed/spelled Jonothan Martin
2560,97827,Was also listed as Owen Stewart in CHL T1 stats
2561,17679,"A power forward with good size and strength. Nino Niederreiter is a very good skater, who uses strong strides to gain decent top-speed. Stands strong on his skates and is hard to knock of the puck. A good forechecker, who will battle along the boards and in front of the net for loose pucks. Reads the play well and has the abilities to intercept passes. Owns a hard shot and has very good scoring touch. Niederreiter is a clutch player, who can score important goals. (by Rafik Soliman, March 2016)"
2565,9335,"Chaput is a hard working center with good defensive acumen. Plays with a lot of energy and likes to hit. Is a good skater and relentless on the forecheck. Also has alright offensive vision.- Erik K. Piri, EP (2014)

Brother: Michael Chaput"
2568,19347,Brother: Brett Sonne
2575,37262,Brother: Scott Macaulay
2583,69499,Team Staff profile of Adam Nemeth also available
2585,234463,"Carbonara is gritty 4th line player for the Barrie Colts. He doesn't mind dropping the gloves and enjoys the physical side of the game. He has decent size and will pot the odd goal. (Tyler Parchem, EP 2016)"
2589,30441,Brother: Drayson Bowman
2594,33217,"A big and strong player, Samuelsson plays an impressive physical type of hockey. Not the fastest of skaters, but still plays with a lot of intensity and determination. Strong along the boards and in the corners. Has also quite good puck skills and good release. Overall offensive skills are pretty good, grinding skills  impressive. (EP 2012)
Father: Ulf SamuelssonBrothers: Philip Samuelsson, Adam Samuelsson Sister: Victoria Samuelsson"
2604,11392,"Joslin is a puck-moving defenseman who plays a fairly well-rounded game. He skates well and can play on the powerplay. Owns a good shot from the point. Could use some improvement in his own end. - Erik K. Piri, EP"
2608,37489,Full name: Michael Snow
2609,203241,Also wore #17 for Thunder Bay Kings Midget AAA in 2011-12. Also wore #5 for Thunder Bay North Stars in 2012-13.
2618,189369,"A highly intelligent finesse player who fits the mould of the traditional two-way center. An excellent skater who displays consistent agility. Tremendous release on his shot, but can get caught thinking instead of doing. Transition game is elite, and his quickness at switching from defence to offence is so abrupt that it catches a lot of players off-guard. The work ethic, talent, and hockey sense is all there, but the biggest thing is that McCann needs to be more confident in his abilities. When he is on his game he can be dominant, and when he is offensively and defensively assertive, he is near impossible to stop. As he continues to grow into more prominent roles, he will develop more upward-trending habits and become more consistent. His potential is that of an elite offensive forward who can make an impact on the game at both ends of the ice. [EP]

Family Relations
Brother: Justin McCann"
2619,165508,Cousin: Jay Kourkoulis
2620,291860,2013-14 team: P.A.L. Jr. Islanders 14U
2622,11593,"Cousins: Otis Rabbit, Reagan Rabbit, Thomas Ward-Cardinal"
2623,124973,Hargrave missed the entire 2014-15 season due to a shoulder injury.
2624,130143,Team Staff profile of Ryan Falkenham also available
2625,120199,Brother: Erik Gardiner
2626,68580,"Father: Robert MacMillan
Brother: Logan MacMillan
Uncle: Billy MacMillan"
2629,131824,Father: Sergei Nikolayev
2634,201601,Team Staff profile of Samuel Collard also available
2637,75463,Twin Brother: Ryan Rupert
2640,225383,Father: Nikolai Babenko
2646,10350,Offensive-minded defenseman. Excellent skater. Can make a good pass. Has had consistency issues since leaving junior. (EP)
2649,13845,Brother: Charlie Combs
2656,32798,Brother: Luke McColgan
